Fecha Semana,Cantidad Total,Cantidad Total Año,Importe Total,Cliente,Producto,Año,Mes,Semana,No. ventas,Promedio,P. Mes,P. Semana,Bimestre,Trimestre,Cuatrimestre,Semestre,Cantidad Año Pasado,Tasa Crecimiento Año Pasado,Tasa Crecimiento
2017-01-01,1200,282083,1944.0,ACROS,EI-S4TA,2017,1,1,1,5067.900452488688,4934.25,3380.0,1,1,1,1,0,,-0.18997646910835345
2017-01-09,7000,282083,11340.0,ACROS,EI-S4TA,2017,1,2,2,5067.900452488688,4934.25,5160.0,1,1,1,1,0,,-0.18997646910835345
2017-01-16,4000,282083,6480.0,ACROS,EI-S4TA,2017,1,3,1,5067.900452488688,4934.25,5300.0,1,1,1,1,0,,-0.18997646910835345
2017-01-24,5300,282083,8586.0,ACROS,EI-S4TA,2017,1,4,1,5067.900452488688,4934.25,5897.0,1,1,1,1,0,,-0.18997646910835345
2017-02-01,5300,282083,8586.0,ACROS,EI-S4TA,2017,2,1,1,5067.900452488688,4800.0,5000.0,1,1,1,1,0,,-0.18997646910835345
2017-02-09,3100,282083,5022.0,ACROS,EI-S4TA,2017,2,2,1,5067.900452488688,4800.0,4320.0,1,1,1,1,0,,-0.18997646910835345
2017-02-16,4200,282083,6804.0,ACROS,EI-S4TA,2017,2,3,1,5067.900452488688,4800.0,5520.0,1,1,1,1,0,,-0.18997646910835345
2017-02-24,4500,282083,7290.0,ACROS,EI-S4TA,2017,2,4,1,5067.900452488688,4800.0,4000.0,1,1,1,1,0,,-0.18997646910835345
2017-03-01,3900,282083,6318.0,ACROS,EI-S4TA,2017,3,1,1,5067.900452488688,5394.473684210527,6820.0,2,1,1,1,0,,-0.18997646910835345
2017-03-09,3200,282083,5184.0,ACROS,EI-S4TA,2017,3,2,1,5067.900452488688,5394.473684210527,5539.0,2,1,1,1,0,,-0.18997646910835345
2017-03-16,2400,282083,3888.0,ACROS,EI-S4TA,2017,3,3,1,5067.900452488688,5394.473684210527,4480.0,2,1,1,1,0,,-0.18997646910835345
2017-03-24,5400,282083,8748.0,ACROS,EI-S4TA,2017,3,4,2,5067.900452488688,5394.473684210527,4575.0,2,1,1,1,0,,-0.18997646910835345
2017-04-01,4500,282083,7069.5,ACROS,EI-S4TA,2017,4,1,1,5067.900452488688,4645.0,5340.0,2,2,1,1,0,,-0.18997646910835345
2017-04-16,4700,282083,7383.7,ACROS,EI-S4TA,2017,4,3,2,5067.900452488688,4645.0,5220.0,2,2,1,1,0,,-0.18997646910835345
2017-04-24,3100,282083,4870.1,ACROS,EI-S4TA,2017,4,4,1,5067.900452488688,4645.0,3580.0,2,2,1,1,0,,-0.18997646910835345
2017-05-01,4600,282083,7226.6,ACROS,EI-S4TA,2017,5,1,1,5067.900452488688,4323.476190476191,3432.8333333333335,3,2,2,1,0,,-0.18997646910835345
2017-05-09,6400,282083,10056.96,ACROS,EI-S4TA,2017,5,2,1,5067.900452488688,4323.476190476191,5560.0,3,2,2,1,0,,-0.18997646910835345
2017-05-16,5900,282083,9271.26,ACROS,EI-S4TA,2017,5,3,1,5067.900452488688,4323.476190476191,4440.0,3,2,2,1,0,,-0.18997646910835345
2017-05-24,5300,282083,8328.42,ACROS,EI-S4TA,2017,5,4,1,5067.900452488688,4323.476190476191,4039.2,3,2,2,1,0,,-0.18997646910835345
2017-06-01,5900,282083,9271.26,ACROS,EI-S4TA,2017,6,1,1,5067.900452488688,5049.9,6499.6,3,2,2,1,0,,-0.18997646910835345
2017-06-09,6300,282083,9899.82,ACROS,EI-S4TA,2017,6,2,1,5067.900452488688,5049.9,4320.0,3,2,2,1,0,,-0.18997646910835345
2017-06-16,13500,282083,21213.9,ACROS,EI-S4TA,2017,6,3,2,5067.900452488688,5049.9,5820.0,3,2,2,1,0,,-0.18997646910835345
2017-06-24,5600,282083,8799.84,ACROS,EI-S4TA,2017,6,4,1,5067.900452488688,5049.9,3560.0,3,2,2,1,0,,-0.18997646910835345
2017-07-01,6800,282083,10685.52,ACROS,EI-S4TA,2017,7,1,1,5067.900452488688,5090.0,4320.0,4,3,2,2,0,,-0.18997646910835345
2017-07-09,8200,282083,12885.48,ACROS,EI-S4TA,2017,7,2,1,5067.900452488688,5090.0,3980.0,4,3,2,2,0,,-0.18997646910835345
2017-07-16,6400,282083,10056.96,ACROS,EI-S4TA,2017,7,3,1,5067.900452488688,5090.0,5680.0,4,3,2,2,0,,-0.18997646910835345
2017-07-24,7800,282083,12256.92,ACROS,EI-S4TA,2017,7,4,1,5067.900452488688,5090.0,6380.0,4,3,2,2,0,,-0.18997646910835345
2017-08-01,5500,282083,8642.7,ACROS,EI-S4TA,2017,8,1,1,5067.900452488688,4977.055555555556,4520.0,4,3,2,2,0,,-0.18997646910835345
2017-08-09,6100,282083,9585.54,ACROS,EI-S4TA,2017,8,2,1,5067.900452488688,4977.055555555556,4120.0,4,3,2,2,0,,-0.18997646910835345
2017-08-16,6700,282083,10528.38,ACROS,EI-S4TA,2017,8,3,1,5067.900452488688,4977.055555555556,6050.0,4,3,2,2,0,,-0.18997646910835345
2017-08-24,5997,282083,9423.69,ACROS,EI-S4TA,2017,8,4,1,5067.900452488688,4977.055555555556,5546.75,4,3,2,2,0,,-0.18997646910835345
2017-09-01,10600,282083,16656.84,ACROS,EI-S4TA,2017,9,1,2,5067.900452488688,5282.333333333333,4840.0,5,3,3,2,0,,-0.18997646910835345
2017-09-09,12099,282083,19012.37,ACROS,EI-S4TA,2017,9,2,1,5067.900452488688,5282.333333333333,7174.75,5,3,3,2,0,,-0.18997646910835345
2017-09-16,3800,282083,5971.32,ACROS,EI-S4TA,2017,9,3,1,5067.900452488688,5282.333333333333,4325.0,5,3,3,2,0,,-0.18997646910835345
2017-09-24,7200,282083,11314.08,ACROS,EI-S4TA,2017,9,4,1,5067.900452488688,5282.333333333333,4976.6,5,3,3,2,0,,-0.18997646910835345
2017-10-01,6600,282083,10371.24,ACROS,EI-S4TA,2017,10,1,1,5067.900452488688,4947.058823529412,5700.0,5,4,3,2,0,,-0.18997646910835345
2017-10-09,5700,282083,8956.98,ACROS,EI-S4TA,2017,10,2,1,5067.900452488688,4947.058823529412,4300.0,5,4,3,2,0,,-0.18997646910835345
2017-10-16,5900,282083,9271.26,ACROS,EI-S4TA,2017,10,3,1,5067.900452488688,4947.058823529412,4950.0,5,4,3,2,0,,-0.18997646910835345
2017-10-24,5200,282083,8171.28,ACROS,EI-S4TA,2017,10,4,1,5067.900452488688,4947.058823529412,5000.0,5,4,3,2,0,,-0.18997646910835345
2017-11-01,6295,282083,9891.96,ACROS,EI-S4TA,2017,11,1,1,5067.900452488688,5292.705882352941,5398.75,6,4,3,2,0,,-0.18997646910835345
2017-11-09,6100,282083,9585.54,ACROS,EI-S4TA,2017,11,2,1,5067.900452488688,5292.705882352941,3480.0,6,4,3,2,0,,-0.18997646910835345
2017-11-16,8100,282083,12728.34,ACROS,EI-S4TA,2017,11,3,1,5067.900452488688,5292.705882352941,6997.25,6,4,3,2,0,,-0.18997646910835345
2017-11-24,5292,282083,8315.85,ACROS,EI-S4TA,2017,11,4,1,5067.900452488688,5292.705882352941,5748.0,6,4,3,2,0,,-0.18997646910835345
2017-12-01,14900,282083,23413.86,ACROS,EI-S4TA,2017,12,1,2,5067.900452488688,6865.833333333333,7900.0,6,4,3,2,0,,-0.18997646910835345
2017-12-09,6700,282083,10519.0,ACROS,EI-S4TA,2017,12,2,1,5067.900452488688,6865.833333333333,5072.5,6,4,3,2,0,,-0.18997646910835345
2017-12-16,8800,282083,13816.0,ACROS,EI-S4TA,2017,12,3,1,5067.900452488688,6865.833333333333,7625.0,6,4,3,2,0,,-0.18997646910835345
2018-01-01,2200,280477,3454.0,ACROS,EI-S4TA,2018,1,1,1,5067.900452488688,4934.25,3380.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-01-09,4800,280477,7542.72,ACROS,EI-S4TA,2018,1,2,1,5067.900452488688,4934.25,5160.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-01-16,6400,280477,10056.96,ACROS,EI-S4TA,2018,1,3,1,5067.900452488688,4934.25,5300.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-01-24,6200,280477,9742.68,ACROS,EI-S4TA,2018,1,4,1,5067.900452488688,4934.25,5897.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-02-01,5400,280477,8485.56,ACROS,EI-S4TA,2018,2,1,1,5067.900452488688,4800.0,5000.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-02-09,3900,280477,6128.46,ACROS,EI-S4TA,2018,2,2,1,5067.900452488688,4800.0,4320.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-02-16,10700,280477,16813.98,ACROS,EI-S4TA,2018,2,3,2,5067.900452488688,4800.0,5520.0,1,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-03-01,6700,280477,10528.38,ACROS,EI-S4TA,2018,3,1,1,5067.900452488688,5394.473684210527,6820.0,2,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-03-09,5400,280477,8485.56,ACROS,EI-S4TA,2018,3,2,1,5067.900452488688,5394.473684210527,5539.0,2,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-03-16,10600,280477,16656.84,ACROS,EI-S4TA,2018,3,3,2,5067.900452488688,5394.473684210527,4480.0,2,1,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-04-01,8800,280477,13828.32,ACROS,EI-S4TA,2018,4,1,2,5067.900452488688,4645.0,5340.0,2,2,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-04-09,6120,280477,9616.97,ACROS,EI-S4TA,2018,4,2,1,5067.900452488688,4645.0,4655.0,2,2,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-04-16,7000,280477,10999.8,ACROS,EI-S4TA,2018,4,3,1,5067.900452488688,4645.0,5220.0,2,2,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-04-24,5580,280477,8768.41,ACROS,EI-S4TA,2018,4,4,1,5067.900452488688,4645.0,3580.0,2,2,1,1,282083,-0.00569335975581655,-0.18997646910835345
2018-05-01,2900,280477,4557.06,ACROS,EI-S4TA,2018,5,1,1,5067.900452488688,4323.476190476191,3432.8333333333335,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-05-09,5000,280477,7857.0,ACROS,EI-S4TA,2018,5,2,1,5067.900452488688,4323.476190476191,5560.0,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-05-16,5900,280477,9271.26,ACROS,EI-S4TA,2018,5,3,1,5067.900452488688,4323.476190476191,4440.0,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-05-24,3800,280477,5971.32,ACROS,EI-S4TA,2018,5,4,1,5067.900452488688,4323.476190476191,4039.2,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-06-01,10700,280477,16813.98,ACROS,EI-S4TA,2018,6,1,2,5067.900452488688,5049.9,6499.6,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-06-09,7600,280477,11942.64,ACROS,EI-S4TA,2018,6,2,1,5067.900452488688,5049.9,4320.0,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-06-16,4600,280477,7228.44,ACROS,EI-S4TA,2018,6,3,1,5067.900452488688,5049.9,5820.0,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-06-24,2500,280477,3928.5,ACROS,EI-S4TA,2018,6,4,1,5067.900452488688,5049.9,3560.0,3,2,2,1,282083,-0.00569335975581655,-0.18997646910835345
2018-07-01,4500,280477,7071.3,ACROS,EI-S4TA,2018,7,1,1,5067.900452488688,5090.0,4320.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-07-09,2000,280477,3142.8,ACROS,EI-S4TA,2018,7,2,1,5067.900452488688,5090.0,3980.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-07-16,6200,280477,9742.68,ACROS,EI-S4TA,2018,7,3,1,5067.900452488688,5090.0,5680.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-07-24,5800,280477,9114.12,ACROS,EI-S4TA,2018,7,4,1,5067.900452488688,5090.0,6380.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-08-01,6400,280477,10056.96,ACROS,EI-S4TA,2018,8,1,1,5067.900452488688,4977.055555555556,4520.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-08-09,6400,280477,10056.96,ACROS,EI-S4TA,2018,8,2,1,5067.900452488688,4977.055555555556,4120.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-08-16,5200,280477,8171.28,ACROS,EI-S4TA,2018,8,3,1,5067.900452488688,4977.055555555556,6050.0,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-08-24,8698,280477,13668.04,ACROS,EI-S4TA,2018,8,4,2,5067.900452488688,4977.055555555556,5546.75,4,3,2,2,282083,-0.00569335975581655,-0.18997646910835345
2018-09-01,5600,280477,8799.84,ACROS,EI-S4TA,2018,9,1,1,5067.900452488688,5282.333333333333,4840.0,5,3,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-09-09,6000,280477,9428.4,ACROS,EI-S4TA,2018,9,2,1,5067.900452488688,5282.333333333333,7174.75,5,3,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-09-16,5100,280477,8014.14,ACROS,EI-S4TA,2018,9,3,1,5067.900452488688,5282.333333333333,4325.0,5,3,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-09-24,6400,280477,10056.96,ACROS,EI-S4TA,2018,9,4,1,5067.900452488688,5282.333333333333,4976.6,5,3,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-10-01,7800,280477,12256.92,ACROS,EI-S4TA,2018,10,1,1,5067.900452488688,4947.058823529412,5700.0,5,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-10-09,5500,280477,8642.7,ACROS,EI-S4TA,2018,10,2,1,5067.900452488688,4947.058823529412,4300.0,5,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-10-16,6800,280477,10685.52,ACROS,EI-S4TA,2018,10,3,1,5067.900452488688,4947.058823529412,4950.0,5,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-10-24,6500,280477,10214.1,ACROS,EI-S4TA,2018,10,4,1,5067.900452488688,4947.058823529412,5000.0,5,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-11-01,5000,280477,7857.0,ACROS,EI-S4TA,2018,11,1,1,5067.900452488688,5292.705882352941,5398.75,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-11-09,3400,280477,5342.76,ACROS,EI-S4TA,2018,11,2,1,5067.900452488688,5292.705882352941,3480.0,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-11-16,13089,280477,20568.05,ACROS,EI-S4TA,2018,11,3,2,5067.900452488688,5292.705882352941,6997.25,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-11-24,8100,280477,12728.34,ACROS,EI-S4TA,2018,11,4,1,5067.900452488688,5292.705882352941,5748.0,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-12-01,7700,280477,12099.78,ACROS,EI-S4TA,2018,12,1,1,5067.900452488688,6865.833333333333,7900.0,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-12-09,6790,280477,10669.81,ACROS,EI-S4TA,2018,12,2,1,5067.900452488688,6865.833333333333,5072.5,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2018-12-16,8700,280477,13671.18,ACROS,EI-S4TA,2018,12,3,1,5067.900452488688,6865.833333333333,7625.0,6,4,3,2,282083,-0.00569335975581655,-0.18997646910835345
2019-01-01,6200,244777,9742.68,ACROS,EI-S4TA,2019,1,1,2,5067.900452488688,4934.25,3380.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-01-09,8400,244777,13199.76,ACROS,EI-S4TA,2019,1,2,1,5067.900452488688,4934.25,5160.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-01-16,7100,244777,9163.98,ACROS,EI-S4TA,2019,1,3,2,5067.900452488688,4934.25,5300.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-01-24,6590,244777,8303.4,ACROS,EI-S4TA,2019,1,4,1,5067.900452488688,4934.25,5897.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-02-01,13100,244777,16506.0,ACROS,EI-S4TA,2019,2,1,2,5067.900452488688,4800.0,5000.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-02-09,8700,244777,10962.0,ACROS,EI-S4TA,2019,2,2,1,5067.900452488688,4800.0,4320.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-02-16,8900,244777,11214.0,ACROS,EI-S4TA,2019,2,3,1,5067.900452488688,4800.0,5520.0,1,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-03-01,16300,244777,20538.0,ACROS,EI-S4TA,2019,3,1,2,5067.900452488688,5394.473684210527,6820.0,2,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-03-09,8595,244777,10829.7,ACROS,EI-S4TA,2019,3,2,1,5067.900452488688,5394.473684210527,5539.0,2,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-03-16,4900,244777,6174.0,ACROS,EI-S4TA,2019,3,3,1,5067.900452488688,5394.473684210527,4480.0,2,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-03-24,4100,244777,5166.0,ACROS,EI-S4TA,2019,3,4,1,5067.900452488688,5394.473684210527,4575.0,2,1,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-04-01,5200,244777,6552.0,ACROS,EI-S4TA,2019,4,1,1,5067.900452488688,4645.0,5340.0,2,2,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-04-09,4100,244777,5166.0,ACROS,EI-S4TA,2019,4,2,1,5067.900452488688,4645.0,4655.0,2,2,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-04-16,4000,244777,5040.0,ACROS,EI-S4TA,2019,4,3,1,5067.900452488688,4645.0,5220.0,2,2,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-04-24,2100,244777,2646.0,ACROS,EI-S4TA,2019,4,4,1,5067.900452488688,4645.0,3580.0,2,2,1,1,280477,-0.127283164038406,-0.18997646910835345
2019-05-01,3600,244777,4536.0,ACROS,EI-S4TA,2019,5,1,1,5067.900452488688,4323.476190476191,3432.8333333333335,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-05-09,4600,244777,5796.0,ACROS,EI-S4TA,2019,5,2,1,5067.900452488688,4323.476190476191,5560.0,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-05-16,2000,244777,2520.0,ACROS,EI-S4TA,2019,5,3,1,5067.900452488688,4323.476190476191,4440.0,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-05-24,6400,244777,8064.0,ACROS,EI-S4TA,2019,5,4,2,5067.900452488688,4323.476190476191,4039.2,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-06-01,4900,244777,6174.0,ACROS,EI-S4TA,2019,6,1,1,5067.900452488688,5049.9,6499.6,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-06-09,2900,244777,3654.0,ACROS,EI-S4TA,2019,6,2,1,5067.900452488688,5049.9,4320.0,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-06-16,1900,244777,2394.0,ACROS,EI-S4TA,2019,6,3,1,5067.900452488688,5049.9,5820.0,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-06-24,1700,244777,2142.0,ACROS,EI-S4TA,2019,6,4,1,5067.900452488688,5049.9,3560.0,3,2,2,1,280477,-0.127283164038406,-0.18997646910835345
2019-07-01,4800,244777,6048.0,ACROS,EI-S4TA,2019,7,1,1,5067.900452488688,5090.0,4320.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-07-09,2300,244777,2898.0,ACROS,EI-S4TA,2019,7,2,1,5067.900452488688,5090.0,3980.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-07-16,4700,244777,5922.0,ACROS,EI-S4TA,2019,7,3,1,5067.900452488688,5090.0,5680.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-07-24,3900,244777,4914.0,ACROS,EI-S4TA,2019,7,4,1,5067.900452488688,5090.0,6380.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-08-01,3800,244777,4788.0,ACROS,EI-S4TA,2019,8,1,1,5067.900452488688,4977.055555555556,4520.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-08-09,3700,244777,4662.0,ACROS,EI-S4TA,2019,8,2,1,5067.900452488688,4977.055555555556,4120.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-08-16,6900,244777,8694.0,ACROS,EI-S4TA,2019,8,3,2,5067.900452488688,4977.055555555556,6050.0,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-08-24,3392,244777,4273.92,ACROS,EI-S4TA,2019,8,4,1,5067.900452488688,4977.055555555556,5546.75,4,3,2,2,280477,-0.127283164038406,-0.18997646910835345
2019-09-01,4700,244777,5922.0,ACROS,EI-S4TA,2019,9,1,1,5067.900452488688,5282.333333333333,4840.0,5,3,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-09-09,5600,244777,7056.0,ACROS,EI-S4TA,2019,9,2,1,5067.900452488688,5282.333333333333,7174.75,5,3,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-09-16,3400,244777,4284.0,ACROS,EI-S4TA,2019,9,3,1,5067.900452488688,5282.333333333333,4325.0,5,3,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-09-24,5200,244777,6552.0,ACROS,EI-S4TA,2019,9,4,1,5067.900452488688,5282.333333333333,4976.6,5,3,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-10-01,5100,244777,6426.0,ACROS,EI-S4TA,2019,10,1,1,5067.900452488688,4947.058823529412,5700.0,5,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-10-09,3800,244777,4788.0,ACROS,EI-S4TA,2019,10,2,1,5067.900452488688,4947.058823529412,4300.0,5,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-10-16,3600,244777,4536.0,ACROS,EI-S4TA,2019,10,3,1,5067.900452488688,4947.058823529412,4950.0,5,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-10-24,3300,244777,4158.0,ACROS,EI-S4TA,2019,10,4,1,5067.900452488688,4947.058823529412,5000.0,5,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-11-01,8200,244777,10332.0,ACROS,EI-S4TA,2019,11,1,2,5067.900452488688,5292.705882352941,5398.75,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-11-09,6700,244777,8442.0,ACROS,EI-S4TA,2019,11,2,1,5067.900452488688,5292.705882352941,3480.0,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-11-16,1500,244777,1890.0,ACROS,EI-S4TA,2019,11,3,1,5067.900452488688,5292.705882352941,6997.25,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-11-24,6500,244777,8190.0,ACROS,EI-S4TA,2019,11,4,1,5067.900452488688,5292.705882352941,5748.0,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-12-01,4400,244777,5544.0,ACROS,EI-S4TA,2019,12,1,1,5067.900452488688,6865.833333333333,7900.0,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-12-09,4400,244777,5544.0,ACROS,EI-S4TA,2019,12,2,1,5067.900452488688,6865.833333333333,5072.5,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2019-12-16,8600,244777,10836.0,ACROS,EI-S4TA,2019,12,3,1,5067.900452488688,6865.833333333333,7625.0,6,4,3,2,280477,-0.127283164038406,-0.18997646910835345
2020-01-01,2100,195095,2646.0,ACROS,EI-S4TA,2020,1,1,1,5067.900452488688,4934.25,3380.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-01-09,3800,195095,4408.0,ACROS,EI-S4TA,2020,1,2,1,5067.900452488688,4934.25,5160.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-01-16,4500,195095,5220.0,ACROS,EI-S4TA,2020,1,3,1,5067.900452488688,4934.25,5300.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-01-24,8795,195095,10202.2,ACROS,EI-S4TA,2020,1,4,2,5067.900452488688,4934.25,5897.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-02-01,3700,195095,4292.0,ACROS,EI-S4TA,2020,2,1,1,5067.900452488688,4800.0,5000.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-02-09,4200,195095,4872.0,ACROS,EI-S4TA,2020,2,2,1,5067.900452488688,4800.0,4320.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-02-16,1700,195095,1972.0,ACROS,EI-S4TA,2020,2,3,1,5067.900452488688,4800.0,5520.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-02-24,6100,195095,7076.0,ACROS,EI-S4TA,2020,2,4,1,5067.900452488688,4800.0,4000.0,1,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-03-01,2700,195095,3132.0,ACROS,EI-S4TA,2020,3,1,1,5067.900452488688,5394.473684210527,6820.0,2,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-03-09,4600,195095,5336.0,ACROS,EI-S4TA,2020,3,2,1,5067.900452488688,5394.473684210527,5539.0,2,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-03-16,2400,195095,2784.0,ACROS,EI-S4TA,2020,3,3,1,5067.900452488688,5394.473684210527,4480.0,2,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-03-24,4400,195095,5104.0,ACROS,EI-S4TA,2020,3,4,1,5067.900452488688,5394.473684210527,4575.0,2,1,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-04-01,3300,195095,3828.0,ACROS,EI-S4TA,2020,4,1,1,5067.900452488688,4645.0,5340.0,2,2,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-04-09,4400,195095,5104.0,ACROS,EI-S4TA,2020,4,2,1,5067.900452488688,4645.0,4655.0,2,2,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-04-16,2800,195095,3248.0,ACROS,EI-S4TA,2020,4,3,1,5067.900452488688,4645.0,5220.0,2,2,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-04-24,2000,195095,2320.0,ACROS,EI-S4TA,2020,4,4,1,5067.900452488688,4645.0,3580.0,2,2,1,1,244777,-0.2029684161502102,-0.18997646910835345
2020-05-01,5400,195095,6264.0,ACROS,EI-S4TA,2020,5,1,2,5067.900452488688,4323.476190476191,3432.8333333333335,3,2,2,1,244777,-0.2029684161502102,-0.18997646910835345
2020-05-09,6100,195095,7076.0,ACROS,EI-S4TA,2020,5,2,1,5067.900452488688,4323.476190476191,5560.0,3,2,2,1,244777,-0.2029684161502102,-0.18997646910835345
2020-05-16,3900,195095,4524.0,ACROS,EI-S4TA,2020,5,3,1,5067.900452488688,4323.476190476191,4440.0,3,2,2,1,244777,-0.2029684161502102,-0.18997646910835345
2020-05-24,400,195095,464.0,ACROS,EI-S4TA,2020,5,4,1,5067.900452488688,4323.476190476191,4039.2,3,2,2,1,244777,-0.2029684161502102,-0.18997646910835345
2020-06-01,6600,195095,7656.0,ACROS,EI-S4TA,2020,6,1,1,5067.900452488688,5049.9,6499.6,3,2,2,1,244777,-0.2029684161502102,-0.18997646910835345
