Producto,Cliente,Cantidad Real,Cantidad Real N,Cantidad Pronosticada,Cantidad Pronosticada N,Diferencia,Diferencia Norm
LRA16M03,GRUPO DINAMICO DE REFRIGERACION S.A. DE C.V.,120,2.0,191.2095797198,3.1868263286633334,-71.20957971979999,-1.1868263286633334
CP5112M3,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",158,1.6458333333333335,163.0969036839,1.698926080040625,-5.0969036838999955,-0.05309274670729147
CP5112M2,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",768,2.6666666666666665,1137.040712552,3.9480580296944447,-369.04071255200006,-1.2813913630277782
CP5111S3,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",48,1.0,88.3118188306,1.8398295589708333,-40.311818830600004,-0.8398295589708333
CP5111S5,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",48,1.0,55.3241853945,1.15258719571875,-7.324185394499999,-0.1525871957187499
CP5112O3,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",366,1.90625,605.5957648326,3.1541446085031253,-239.59576483260003,-1.2478946085031253
CP5112O4,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",284,1.0,616.3162135953,2.170127512659507,-332.31621359530004,-1.1701275126595072
CP5112O5,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",38,1.0,132.3626429981,3.4832274473184213,-94.3626429981,-2.4832274473184213
CP5111C4,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",10,1.0,71.74007286,7.174007286,-61.74007286,-6.174007286
CP5111O2,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",48,1.0,165.6722098762,3.451504372420833,-117.67220987619999,-2.451504372420833
CP5115A1,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",1662,3.847222222222222,2360.8631445216,5.464960982688889,-698.8631445216001,-1.617738760466667
CP5113F2,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",78,1.625,142.5548920799,2.9698935849979162,-64.55489207989999,-1.3448935849979162
CP5112N2,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",144,1.0,370.8727373125,2.5755051202256944,-226.87273731250002,-1.5755051202256944
CP5112M1,"METALFRIO SOLUTIONS MEXICO, S.A. DE C.V.",288,1.5,433.2884560281,2.2567107084796874,-145.28845602809997,-0.7567107084796874
